CMDLINE /Users/wujinzhou/anaconda3/bin/python spimi.py
FUNC __main__.merge_blocks 131.4805 1616135132.1114 129.5703 1616135137.2524 0
MEM 129.570312 1616135135.9433
MEM 129.570312 1616135136.0482
MEM 129.570312 1616135136.1515
MEM 129.570312 1616135136.2566
MEM 129.570312 1616135136.3604
MEM 129.570312 1616135136.4614
MEM 129.570312 1616135136.5620
MEM 129.570312 1616135136.6637
MEM 129.570312 1616135136.7680
MEM 129.570312 1616135136.8702
MEM 129.570312 1616135136.9704
MEM 129.570312 1616135137.0731
MEM 129.570312 1616135137.1766
MEM 126.265625 1616135137.2813
MEM 121.941406 1616135137.3834
